movie_id,title,tags
12138,3000 Miles to Graceland,"it was an ingenious enough plan: rob the riviera casino's count room during an elvis impersonator convention. but thomas murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con michael zane. with $3.2 million at stake, the marshals service closing in, michael must track down murphy. action adventure comedy thriller crime casino submachine gun hold-up robbery elvis reference to elvis presley duringcreditsstinger kurt russell kevin costner courteney cox demian lichtenstein"
273248,The Hateful Eight,bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception. crime drama mystery western bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war samuel l. jackson kurt russell jennifer jason leigh quentin tarantino
9955,Blades of Glory,"when a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team. action comedy drama competition olympic games sport rivalry ice skating will ferrell jon heder will arnett josh gordon"
50359,Hop,"e.b., the easter bunny's teenage son, heads to hollywood, determined to become a drummer in a rock 'n' roll band. in la, he's taken in by fred after the out-of-work slacker hits e.b. with his car. animation comedy family coup d'etat slacker easter easter bunny aftercreditsstinger live action and animation russell brand james marsden kaley cuoco tim hill"
1271,300,"based on frank miller's graphic novel, ""300"" is very loosely based the 480 b.c. battle of thermopylae, where the king of sparta led his army against the advancing persians; the battle is said to have inspired all of greece to band together against the persians, and helped usher in the world's first democracy. action adventure war evisceration javelin shield army fall from height ancient world s.a.t. minions gerard butler lena headey dominic west zack snyder"
693,Meet the Fockers,"hard-to-crack ex-cia man, jack byrnes and his wife, dina head for the warmer climes of florida to meet son-in-law-to-be, greg focker's parents. unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract. comedy romance cia parents kids relationship florida anti-authoritarian upbringing jew parents-in-law orderly just married sex therapy bad father-in-law family illegitimate son ben stiller teri polo robert de niro jay roach"
14306,Marley & Me,"a newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, marley. packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog. comedy family journalist based on novel puppy dog duringcreditsstinger columnist animal lead owen wilson jennifer aniston eric dane david frankel"
497,The Green Mile,"a supernatural tale set on death row in a southern prison, where gentle giant john coffey possesses the mysterious power to heal people's ailments. when the cellblock's head guard, paul edgecomb, recognizes coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution. fantasy drama crime southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s tom hanks michael clarke duncan david morse frank darabont"
11199,Wild Hogs,"restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. but complications ensue when they cross paths with an intimidating band of new mexico bikers known as the del fuegos. action adventure comedy midlife crisis road trip politically incorrect motorcycle gang biker film awkwardness travel writer middle age middle aged man tim allen john travolta martin lawrence walt becker"
9982,Chicken Little,"when the sky really is falling and sanity has flown the coop, who will rise to save the day? together with his hysterical band of misfit friends, chicken little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken. animation family comedy fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d zach braff joan cusack dan molina mark dindal"
210577,Gone Girl,"with his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent. mystery thriller drama based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife ben affleck rosamund pike carrie coon david fincher"
2501,The Bourne Identity,"wounded to the brink of death and suffering from amnesia, jason bourne is rescued at sea by a fisherman. with nothing to go on but a swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. however, bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for? action drama mystery thriller paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat matt damon franka potente chris cooper doug liman"
710,GoldenEye,james bond must unmask the mysterious head of the janus syndicate and prevent the leader from utilizing the goldeneye weapons system to inflict devastating revenge on britain. adventure action thriller cuba falsely accused secret identity computer virus secret base secret intelligence service kgb satellite special car cossack electromagnetic pulse time bomb st. petersburg russia ejection seat red army pierce brosnan sean bean izabella scorupco martin campbell
2275,The General's Daughter,"when the body of army capt. elizabeth campbell is found on a georgia military base, two investigators, warrant officers paul brenner and sara sunhill, are ordered to solve her murder. what they uncover is anything but clear-cut. unseemly details emerge about campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, lt. gen. joseph campbell. crime drama mystery thriller suicide detective based on novel bondage general paranoia nudity u.s. army investigation politics cover-up murder betrayal conspiracy gang rape father daughter relationship videotape military law john travolta madeleine stowe james cromwell simon west"
37165,The Truman Show,"truman burbank is the star of ""the truman show"", a 24-hour-a-day ""reality"" tv show that broadcasts every aspect of his life -- live and in color -- without his knowledge. his entire life has been an unending soap opera for consumption by the rest of the world. and everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life. comedy drama claustrophobia hidden camera dystopia reality show make believe pretend jim carrey laura linney noah emmerich peter weir"
9837,The Prince of Egypt,"this is the extraordinary tale of two brothers named moses and ramses, one born of royal blood, and one an orphan with a secret past. growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. but the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! their final confrontation will forever change their lives and the world. adventure animation drama family music moses egypt pyramid exodus kingdom governance ancient egypt hebrew pharaoh woman director val kilmer ralph fiennes patrick stewart simon wells"
10708,Daddy Day Care,"two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center. comedy family competition success kindergarten children unemployment eddie murphy jeff garlin steve zahn steve carr"
136400,2 Guns,a dea agent and an undercover naval intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from. action comedy crime undercover undercover agent based on comic book money fugitive bank robbery dea agent denzel washington mark wahlberg paula patton baltasar kormákur
10992,Cats & Dogs,"when a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. the fur flies as the feline faction, led by mr. tinkles, squares off against wide-eyed puppy lou and his canine cohorts. comedy family fight governance puppy allergy 3d jeff goldblum elizabeth perkins alexander pollock lawrence guterman"
9654,The Italian Job,"charlie croker pulled off the crime of a lifetime. the one thing that he didn't plan on was being double-crossed. along with a drop-dead gorgeous safecracker, croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of los angeles. action crime venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper mark wahlberg charlize theron edward norton f. gary gray"
2642,Two Weeks Notice,"dedicated environmental lawyer lucy kelson goes to work for billionaire george wade as part of a deal to preserve a community center. indecisive and weak-willed george grows dependent on lucy's guidance on everything from legal matters to clothing. exasperated, lucy gives notice and picks harvard graduate june carter as her replacement. as lucy's time at the firm nears an end, she grows jealous of june and has second thoughts about leaving george. romance comedy new york parish hall romantic comedy lawyer billionaire environmental law sandra bullock hugh grant alicia witt marc lawrence"
8916,Antz,"in this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. signing up to march in a parade, he ends up under the command of a bloodthirsty general. but he's actually been enlisted to fight against a termite army. adventure animation comedy family general hero worker ant work assignment war princess soldier individuality friend woody allen dan aykroyd anne bancroft eric darnell"
19899,Couples Retreat,"four couples, all friends, descend on a tropical island resort. though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. they soon find, however, that paradise comes at a price: participation in couples therapy sessions is mandatory. what started out as a cut-rate vacation turns into an examination of the common problems many face. comedy romance island married couple yoga tahiti couples therapy beautiful woman tropical aftercreditsstinger duringcreditsstinger french polynesia polynésie française vince vaughn malin åkerman jason bateman peter billingsley"
2119,Days of Thunder,"talented but unproven stock car driver cole trickle gets a break and with the guidance of veteran harry hogge turns heads on the track. the young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. but with the help of his doctor, cole just might overcome his injuries-- and his fear. adventure stock-car-race daytona car crash tom cruise robert duvall nicole kidman tony scott"
9641,Cheaper by the Dozen 2,"steve martin and bonnie hunt return as heads of the baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by eugene levy, comedy holiday lake big family father labor pain rivalry family holiday steve martin eugene levy bonnie hunt adam shankman"
294254,Maze Runner: The Scorch Trials,"thomas and his fellow gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as wckd. their journey takes them to the scorch, a desolate landscape filled with unimaginable obstacles. teaming up with resistance fighters, the gladers take on wckd’s vastly superior forces and uncover its shocking plans for them all. action based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity dylan o'brien kaya scodelario thomas brodie-sangster wes ball"
38167,Eat Pray Love,"liz gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. newly divorced and at a crossroads, gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. in her travels, she discovers the true pleasure of nourishment by eating in italy, the power of prayer in india and, finally and unexpectedly, the inner peace and balance of true love in bali. drama indonesia female protagonist india divorce bali julia roberts james franco javier bardem ryan murphy"
5994,The Family Man,"jack's lavish, fast-paced lifestyle changes one christmas night when he stumbles into a grocery store holdup and disarms the gunman. the next morning he wakes up in bed lying next to kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. as he stumbles through this alternate suburban universe, jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves. comedy drama romance fantasy workaholic second chance guardian angel christmas career vs family life reprioritizing nicolas cage téa leoni don cheadle brett ratner"
39514,RED,"when his peaceful life is threatened by a high-tech assassin, former black-ops agent, frank moses reassembles his old team in a last ditch effort to survive and uncover his assailants. action adventure comedy crime thriller cia retirement shot to death sniper rifle retired female spy alarm bruce willis john malkovich helen mirren robert schwentke"
9563,Any Given Sunday,a star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. the unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. a new co-owner/president adds to the pressure of winning. the new owner must prove her self in a male dominated world. drama american football trainer training american football coach sport american football stadium al pacino cameron diaz dennis quaid oliver stone
547,The Horse Whisperer,"based on the novel by the same name from nicholas evans, the talented robert redford presents this meditative family drama set in the country side. redford not only directs but also stars in the roll of a cowboy with a magical talent for healing. drama romance love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature robert redford kristin scott thomas sam neill robert redford"
1538,Collateral,cab driver max picks up a man who offers him $600 to drive him around. but the promise of easy money sours when max realizes his fare is an assassin. drama crime thriller california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence tom cruise jamie foxx jada pinkett smith michael mann
9334,The Scorpion King,"in ancient egypt, peasant mathayus is hired to exact revenge on the powerful memnon and the sorceress cassandra, who are ready to overtake balthazar's village. amid betrayals, thieves, abductions and more, mathayus strives to bring justice to his complicated world. action fantasy adventure egypt temple dwayne johnson kelly hu michael clarke duncan chuck russell"
11128,Ladder 49,"under the watchful eye of his mentor, captain mike kennedy, probationary firefighter jack morrison matures into a seasoned veteran at a baltimore fire station. however, jack has reached a crossroads as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. drama action thriller ledge practical joke joaquin phoenix john travolta jacinda barrett jay russell"
75780,Jack Reacher,"in an innocent heartland city, five are shot dead by an expert sniper. the police quickly identify and arrest the culprit, and build a slam-dunk case. but the accused man claims he's innocent and says ""get jack reacher."" reacher himself sees the news report and turns up in the city. the defense is immensely relieved, but reacher has come to bury the guy. shocked at the accused's request, reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for. crime drama thriller based on novel sniper investigation police quarry tom cruise rosamund pike richard jenkins christopher mcquarrie"
8914,Deep Blue Sea,"on a remote former submarine refueling facility called aquatica, a team of scientists are searching for a cure for alzheimer's disease. dr. susan mcalester genetically engineers three mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimer's. unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility. action science fiction thriller shark attack shark alzheimer's disease killer shark no opening credits thomas jane saffron burrows ll cool j renny harlin"
13576,This Is It,"a compilation of interviews, rehearsals and backstage footage of michael jackson as he prepared for his series of sold-out shows in london. music documentary pop star music concert aftercreditsstinger duringcreditsstinger michael jackson orianthi kenny ortega kenny ortega"
39538,Contagion,"as an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. drama thriller science fiction saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic matt damon gwyneth paltrow kate winslet steven soderbergh"
10628,Kangaroo Jack,"two childhood friends, a new york hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to australia, but things go all wrong when the money is lost to a wild kangaroo. comedy adventure crime money delivery fool australia hoodlum kangaroo jerry o'connell anthony anderson estella warren david mcnally"
14836,Coraline,"when coraline moves to an old house, she feels bored and neglected by her parents. she finds a hidden door with a bricked up passage. during the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. when the other mother invites coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her. animation family dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger dakota fanning teri hatcher jennifer saunders henry selick"
8645,The Happening,"when a deadly airborne virus threatens to wipe out the northeastern united states, teacher elliott moore (mark wahlberg) and his wife (zooey deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? john leguizamo and betty buckley co-star in this thriller from writer-director m. night shyamalan. thriller science fiction tree natural disaster crisis park strange behavior mark wahlberg zooey deschanel john leguizamo m. night shyamalan"
9509,Man on Fire,"jaded ex-cia operative john creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in mexico city. they clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life. action drama thriller crime mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet denzel washington dakota fanning marc anthony tony scott"
10067,The Shaggy Dog,the tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad. comedy family father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal tim allen kristin davis danny glover brian robbins
9384,Starsky & Hutch,"join uptight david starsky and laid-back ken ""hutch"" hutchinson as they're paired for the first time as undercover cops. the new partners must overcome their differences to solve an important case with help from street informant huggy bear and persuasive criminal reese feldman. comedy crime informant jumping from a rooftop surveillance footage ben stiller owen wilson snoop dogg todd phillips"
9279,Jingle All the Way,"meet howard langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells howard that he wants for christmas is an action figure of his son's television hero, he tries hard to to make it up to him. unfortunately for howard, it is christmas eve, and every store is sold out of turbo man, now howard must travel all over town and compete with everybody else to find a turbo man action figure. family comedy holiday christmas party santa claus toy puppet christmas turboman navidad arnold schwarzenegger phil hartman sinbad brian levant"
1487,Hellboy,"in the final days of world war ii, the nazis attempt to use black magic to aid their dying cause. the allies raid the camp where the ceremony is taking place, but not before a demon - hellboy - has already been conjured. joining the allied forces, hellboy eventually grows to adulthood, serving the cause of good rather than evil. fantasy action science fiction black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger ron perlman selma blair rupert evans guillermo del toro"
9422,A Civil Action,"jan schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. the case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds. drama success advancement right and justice leukemia lawyer business start-up john travolta robert duvall tony shalhoub steven zaillian"
77174,ParaNorman,"in the town of blithe hollow, norman babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, neil, believes his ability is real. one day, norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. eventually, norman decides to cooperate, but things don't go according to plan. now, a magic storm of the witch threatens blithe hollow as the accursed dead rise. together with unexpected new companions, norman struggles to save his town, only to discover the horrific truth of the curse. with that insight, norman must resolve the crisis for good as only he can. family animation adventure comedy medium stop motion curse jock ghost communicating with the dead aftercreditsstinger dealing with the past witch trial child witch empathy strange kodi smit-mcphee tucker albrizzi jodelle ferland sam fell"
4824,The Jackal,"hired by a powerful member of the russian mafia to avenge an fbi sting that left his brother dead, the perfectionist jackal proves an elusive target for the men charged with the task of bringing him down: a deputy fbi boss and a former ira terrorist. action thriller adventure crime fbi cold war hitman bruce willis richard gere sidney poitier michael caton-jones"
9620,Paycheck,"michael jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. but at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. in it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water. action adventure mystery science fiction thriller prophecy engineer scientist millionaire ben affleck aaron eckhart uma thurman john woo"
9302,Up Close & Personal,"tally atwater has a dream: to be a prime-time network newscaster. she pursues this dream with nothing but ambition, raw talent and a homemade demo tape. warren justice is a brilliant, hard edged, veteran newsman. he sees tally has talent and becomes her mentor. tally’s career takes a meteoric rise and she and warren fall in love. the romance that results is as intense and revealing as television news itself. yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart... drama romance miami television career vitamin b reporter robert redford michelle pfeiffer stockard channing jon avnet"
10199,The Tale of Despereaux,"once upon a time... in the far away kingdom of dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. banished from his home for having such lofty ambitions, despereaux sets off on an amazing adventure with his good-hearted rat friend roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness. adventure animation family loyalty totalitarian regime mouse forgiveness honor unlikely friendship courage chivalry animal lead matthew broderick dustin hoffman emma watson robert stevenhagen"
10771,The Tuxedo,"cabbie-turned-chauffeur jimmy tong learns there is really only one rule when you work for playboy millionaire clark devlin : never touch devlin's prized tuxedo. but when devlin is temporarily put out of commission in an explosive accident, jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. paired with a partner as inexperienced as he is, jimmy becomes an unwitting secret agent. thriller action comedy science fiction bomb intelligence chauffeur wound secret agent head injury jackie chan jennifer love hewitt jason isaacs kevin donovan"
3512,Under Siege 2: Dark Territory,"a passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. he has planned to blow up washington dc and only one man can stop him, former navy seal casey ryback. action thriller terrorist pentagon satellite navy seal train steven seagal eric bogosian everett mcgill geoff murphy"
137094,Jack Ryan: Shadow Recruit,"jack ryan, as a young covert cia analyst, uncovers a russian plot to crash the u.s. economy with a terrorist attack. action drama thriller london england corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jack ryan u.s. marine rehab analyst chris pine keira knightley kevin costner kenneth branagh"
274479,Joy,a story based on the life of a struggling long island single mom who became one of the country's most successful entrepreneurs. drama comedy factory inventor strong woman biography based on true story stolen patent jennifer lawrence bradley cooper robert de niro david o. russell
267860,London Has Fallen,"in london for the prime minister's funeral, mike banning discovers a plot to assassinate all the attending world leaders. action crime thriller london england terrorist terrorist attack gerard butler aaron eckhart morgan freeman babak najafi"
8078,Alien: Resurrection,"two hundred years after lt. ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. but the new ripley is full of surprises … as are the new aliens. ripley must team with a band of smugglers to keep the creatures from reaching earth. science fiction horror action android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler gene manipulation man in wheelchair breeding genetic engineering regeneration xenomorph alien queen explosive decompression swimming underwater sigourney weaver winona ryder brad dourif jean-pierre jeunet"
7485,Shooter,"a marksman living in exile is coaxed back into action after learning of a plot to kill the president. ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why. action drama mystery thriller crime corruption sniper senator conspiracy of murder childlessness rifle sniper rifle fbi agent mark wahlberg michael peña danny glover antoine fuqua"
170687,The Boxtrolls,"an orphaned boy raised by underground creatures called boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, archibald snatcher. animation comedy family fantasy based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger ben kingsley isaac hempstead-wright elle fanning anthony stacchi"
6435,Practical Magic,"sally and gillian owens, born into a magical family, have mostly avoided witchcraft themselves. but when gillian's vicious boyfriend, jimmy angelov, dies unexpectedly, the owens sisters give themselves a crash course in hard magic. with policeman gary hallet growing suspicious, the girls struggle to resurrect angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line. drama fantasy comedy witch magic sorcery love curse family curse sandra bullock nicole kidman evan rachel wood griffin dunne"
137106,The Lego Movie,"an ordinary lego mini-figure, mistakenly thought to be the extraordinary masterbuilder, is recruited to join a quest to stop an evil lego tyrant from gluing the universe together. adventure animation comedy family fantasy father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman chris pratt will ferrell elizabeth banks phil lord"
10040,Miss Congeniality 2: Armed and Fabulous,"after her triumph at the miss united states pageant, fbi agent gracie hart becomes an overnight sensation -- and the new ""face of the fbi."" but it's time to spring into action again when the pageant's winner, cheryl, and emcee, stan, are abducted. action comedy ransom press conference ship miss america fbi agent sandra bullock regina king enrique murciano john pasquin"
6278,Reign of Fire,"in post-apocalyptic england, an american volunteer and a british survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. the brit -- leading a clan of survivors to hunt down the king of the dragons -- has much at stake: his mother was killed by a dragon, but his love is still alive. adventure action fantasy dragon evolution fire chief animated map theatre audience dragonslayer tunnel construction fire repellent drilling iodine christian bale matthew mcconaughey izabella scorupco rob bowman"
82682,Gangster Squad,"los angeles, 1949. ruthless, brooklyn-born mob king mickey cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of chicago. and he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. it’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of lapd outsiders led by sgt. john o’mara and jerry wooters who come together to try to tear cohen’s world apart. crime drama action thriller los angeles gangster josh brolin ryan gosling nick nolte ruben fleischer"
17610,Year One,"when a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world. comedy adventure temple slavery stone age circumcision hebrews cavemen prehistoric adventure duringcreditsstinger prehistoric times prehistoric man jack black michael cera olivia wilde harold ramis"
22954,Invictus,"newly elected president nelson mandela knows his nation remains racially and economically divided in the wake of apartheid. believing he can bring his people together through the universal language of sport, mandela rallies south africa's rugby team as they make their historic run to the 1995 rugby world cup championship match. drama history stadium south africa apartheid nelson mandela sport nation rugby president racism poverty celebration duringcreditsstinger morgan freeman matt damon tony kgoroge clint eastwood"
16995,State of Play,"handsome, unflappable u.s. congressman stephen collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. all eyes are upon the rising star to be his party's contender for the upcoming presidential race. until his research assistant/mistress is brutally murdered and buried secrets come tumbling out. action corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracy of murder politics election campaign government murder thriller blog reporter russell crowe ben affleck rachel mcadams kevin macdonald"
16558,Duplicity,two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together. romance comedy crime spy clive owen julia roberts paul giamatti tony gilroy
9849,My Favorite Martian,"news producer, tim o'hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. a little later, he witnesses the crashing of a small martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. since tim took the original but scaled-down spaceship with him, the martian follows him to retrieve it. comedy drama family science fiction alien martian based on tv series fish out of water jeff daniels elizabeth hurley daryl hannah donald petrie"
5820,The Sentinel,a secret service agent is framed as the mole in an assassination attempt on the president. he must clear his name and foil another assassination attempt while on the run from a relentless fbi agent. action thriller crime usa president agent michael douglas kiefer sutherland eva longoria clark johnson
16866,Planet 51,"when earth astronaut capt. chuck baker arrives on planet 51 -- a world reminiscent of american suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being. science fiction animation family comedy adventure flying saucer alien life-form spaceship alien alien planet planet duringcreditsstinger dwayne johnson seann william scott jessica biel jorge blanco"
201,Star Trek: Nemesis,"en route to the honeymoon of william riker to deanna troi on her home planet of betazed, captain jean-luc picard and the crew of the u.s.s. enterprise receives word from starfleet that a coup has resulted in the installation of a new romulan political leader, shinzon, who claims to seek peace with the human-backed united federation of planets. once in enemy territory, the captain and his crew make a startling discovery: shinzon is human, a slave from the romulan sister planet of remus, and has a secret, shocking relationship to picard himself. science fiction action adventure thriller clone assassination ambush federation starfleet enterprise-e romulus android senate self sacrifice telepathy weapon romulans space opera patrick stewart jonathan frakes brent spiner stuart baird"
11775,Intolerable Cruelty,a revenge-seeking gold digger marries a womanizing beverly hills lawyer with the intention of making a killing in the divorce. crime comedy romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce george clooney catherine zeta-jones edward herrmann joel coen
87825,Trouble with the Curve,"slowed by age and failing eyesight, crack baseball scout gus lobel takes his grown daughter along as he checks out the final prospect of his career. along the way, the two renew their bond, and she catches the eye of a young player-turned-scout. drama romance women baseball pitcher home run aging sport talent-scout cigar smoking poor eyesight boston red sox draft motel room baseball scout failing eyesight blurry vision blurred sight clint eastwood amy adams justin timberlake robert lorenz"
12201,Edge of Darkness,"as a seasoned homicide detective, thomas craven has seen the bleakest side of humanity. but nothing prepares him for the toughest investigation of his life: the search for his only daughter emma's killer. now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and emma's own mysterious life. crime drama mystery thriller murder violence death of daughter homicide detective mel gibson ray winstone danny huston martin campbell"
11015,The Relic,"a researcher at chicago's natural history museum returns from south america with some crates containing his findings. when the crates arrive at the museum without the owner there appears to be very little inside. however, police discover gruesome murders on the cargo ship that brought the crates to the us and then another murder in the museum itself. horror mystery thriller chicago based on novel monster museum pile of dead bodies god dead body anthropologist indian tribe amazon jungle penelope ann miller tom sizemore linda hunt peter hyams"
9932,Analyze That,"the mafia's paul vitti is back in prison and will need some serious counseling when he gets out. naturally, he returns to his analyst dr. ben sobel for help and finds that sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress. comedy crime prison gold therapist gangster robert de niro billy crystal lisa kudrow harold ramis"
13389,Righteous Kill,"two veteran new york city detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars? action crime drama thriller revenge murder plot twist dirty cop robert de niro carla gugino 50 cent jon avnet"
8838,Mercury Rising,"renegade fbi agent art jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code. action crime drama thriller assassin loss of family autism fbi bangkok national security agency (nsa) boy child in peril fbi agent autistic savant bruce willis alec baldwin miko hughes harold becker"
17332,The Soloist,"a los angeles journalist befriends a homeless juilliard-trained musician, while looking for a new article for the paper. drama newspaper cello musical violin los angeles robert downey jr. jamie foxx catherine keener joe wright"
